product_name,actual_price,predicted_clienta_category,predicted_clientb_department,predicted_clientb_price_tier
Prestige IRIS Plus 750 watt mixer grinder,6295.0,Home > Kitchen > Mixer,Home & Kitchen,Mid-Range
"AGARO Royal Stand 1000W Mixer with 5L SS Bowl and 8 Speed Setting, Includes Whisking Cone, Mixing Beater & Dough Hook, and Splash Guard, 2 Years Warranty, (Black), Medium (33554)",11495.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Aquasure From Aquaguard Amaze RO+UV+MTDS,7L storage water purifier,suitable for borewell,tanker,municipal water (Grey) from Eureka Forbes",16000.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Acer 80 cm (32 inches) S Series HD Ready Android Smart LED TV AR32AR2841HDSB (Black),22990.0,Mobile > Phones > Premium Tier,Electronics,Premium
TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),30990.0,Mobile > Phones > Mid-Tier,Electronics,Premium
Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),339.0,Electronics > Accessories > Charging Cable,Electronics,Value
"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black)",666.66,Mobile > Accessories > Cable,Electronics,Value
"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",750.0,Electronics > Accessories > Cables,Electronics,Value
"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",1052.0,Home > Appliances > Heaters,Electronics,Value
"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",1245.0,Home > Kitchen > Heaters,Home & Kitchen,Value
Apsara Platinum Pencils Value Pack - Pack of 20,99.0,Home > Accessories > Heaters,Home & Kitchen,Value
Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black),210.0,Home > Accessories > Heaters,Home & Kitchen,Value
"Philips Hi113 1000-Watt Plastic Body Ptfe Coating Dry Iron, Pack of 1",975.0,Home > Appliances > Heaters,Home & Kitchen,Value
ENEM Sealing Machine | 12 Inch (300 mm) | 1 Year Warranty | Full Customer Support | Beep Sound Function | Plastic Packing Machine | Plastic Bag Sealing Machine | Heat Sealer Machine | Plastic Sealing Machine | Blue | Made in India,1799.0,Home > Appliances > Heaters,Home & Kitchen,Value
"TP-Link AC750 Dual Band Wireless Cable Router, 4 10/100 LAN + 10/100 WAN Ports, Support Guest Network and Parental Control, 750Mbps Speed Wi-Fi, 3 Antennas (Archer C20) Blue, 2.4 GHz",2399.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",160.0,Home > Accessories > Heaters,Home & Kitchen,Value
Tosaa T2STSR Sandwich Gas Toaster Regular (Black),350.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Havells Aqua Plus 1.2 litre Double Wall Kettle / 304 Stainless Steel Inner Body / Cool touch outer body / Wider mouth/ 2 Year warranty (Black, 1500 Watt)",2995.0,Home > Kitchen > Heaters,Home & Kitchen,Mid-Range
"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368*448 Pixel Resolution 100+ Sports Mode, TWS Connection, Voice Assistance, SPO2 & Heart Rate Monitoring",16999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"Amazon Brand - Solimo 2000/1000 Watts Room Heater with Adjustable Thermostat (ISI certified, White colour, Ideal for small to medium room/area)",2000.0,Home > Appliances > Heaters,Home & Kitchen,Value
"VR 18 Pcs - 3 Different Size Plastic Food Snack Bag Pouch Clip Sealer Large, Medium, Small Plastic Snack Seal Sealing Bag Clips Vacuum Sealer (Set of 18, Multi-Color) (Multicolor)",89.0,Home > Accessories > Heaters,Home & Kitchen,Value
"Lenovo 130 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10 month battery, Ambidextrous, Ergonomic GY51C12380",1090.0,Computing > Accessories > Mouse,Electronics,Value
Philips GC1905 1440-Watt Steam Iron with Spray (Blue),1745.0,Home > Appliances > Irons,Home & Kitchen,Mid-Range
"OnePlus Nord Watch with 1.78” AMOLED Display, 60 Hz Refresh Rate, 105 Fitness Modes, 10 Days Battery, SPO2, Heart Rate, Stress Monitor, Women Health Tracker & Multiple Watch Face [Midnight Black]",6999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
Bajaj RHX-2 800-Watt Room Heater (White),1549.0,Home > Appliances > Heaters,Home & Kitchen,Value
Epson 003 65 ml for EcoTank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle,404.0,Electronics > Accessories > Cables,Electronics,Value
"Parker Vector Camouflage Gift Set - Roller Ball Pen & Parker Logo Keychain (Black Body, Blue Ink), 2 Piece Set",450.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Sujata Chutney Steel Jar, 400 ml, (White), Stainless Steel",747.0,Home > Kitchen > Mixer,Home & Kitchen,Value
"Pick Ur Needs® Lint Remover for Clothes High Range Rechargeable Lint Shaver for All Types of Clothes, Fabrics, Blanket with 1 Extra Blade Multicolor (Rechargeable)",1230.0,Home > Accessories > Heaters,Electronics,Value
Borosil Jumbo 1000-Watt Grill Sandwich Maker (Black),3690.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
NEXOMS Instant Heating Water Tap Wall Mounted with 3 Pin Indian Plug (16Amp),3799.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Balzano High Speed Nutri Blender/Mixer/Smoothie Maker - 500 Watt - Silver, 2 Jar",4290.0,Home > Kitchen > Mixer,Home & Kitchen,Mid-Range
"iBELL SM1301 3-in-1 Sandwich Maker with Detachable Plates for Toast / Waffle / Grill , 750 Watt (Black)",4600.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Maharaja Whiteline Odacio Plus 550-Watt Juicer Mixer Grinder with 3 Jars (Black/Silver),4799.0,Home > Kitchen > Heaters,Home & Kitchen,Mid-Range
"Goodscity Garment Steamer for Clothes, Steam Iron Press - Vertical & Horizontal Steaming up to 22g/min, 1200 Watt, 230 ml Water tank & 30 sec Fast Heating (GC 111)",6700.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Imou 360° 1080P Full HD Security Camera, Human Detection, Motion Tracking, 2-Way Audio, Night Vision, Dome Camera with WiFi & Ethernet Connection, Alexa Google Assistant, Up to 256GB SD Card Support",7500.0,Mobile > Phones > Mid-Tier,Electronics,Value
Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),34999.0,Mobile > Phones > Premium Tier,Electronics,Premium
Crompton IHL 152 1500-Watt Immersion Water Heater with Copper Heating Element (Black),825.0,Home > Appliances > Heaters,Home & Kitchen,Value
Parker Moments Vector Timecheck Gold Trim Roller Ball Pen (Black),420.0,Home > Accessories > Cables,Electronics,Value
Karbonn 80 cm (32 inches) Millenium Bezel-Less Series HD Ready Smart LED TV KJW32SKHD (Phantom Black),18990.0,Mobile > Phones > Mid-Tier,Electronics,Premium
"Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging & 480 MBPS data transmission, certified 10000+ bend lifespan, Metallic Grey",670.0,Mobile > Accessories > Cable,Electronics,Value
"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black",695.0,Electronics > Accessories > Cables,Electronics,Value
"Bajaj Majesty Duetto Gas 6 Ltr Vertical Water Heater ( LPG), White",7445.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Havells Instanio 10 Litre Storage Water Heater with Flexi Pipe and Free installation (White Blue),14290.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"AMERICAN MICRONIC- Imported Wet & Dry Vacuum Cleaner, 21 Litre Stainless Steel with Blower & HEPA filter, 1600 Watts 100% Copper Motor 28 KPa suction with washable reusable dust bag (Red/Black/Steel)-AMI-VCD21-1600WDx",11850.0,Home > Kitchen > Vacuum cleaner,Home & Kitchen,Mid-Range
"Samsung 24-inch(60.46cm) FHD Monitor, IPS, 75 Hz, Bezel Less Design, AMD FreeSync, Flicker Free, HDMI, D-sub, (LF24T350FHWXXL, Dark Blue Gray)",19110.0,Home > Appliances > Heaters,Electronics,Mid-Range
"iQOO Neo 6 5G (Dark Nova, 8GB RAM, 128GB Storage) | Snapdragon® 870 5G | 80W FlashCharge",34999.0,Mobile > Accessories > Mid-Tier,Electronics,Mid-Range
"Raffles Premium Stainless Steel South Indian Coffee Filter/Drip Coffee Maker, 2-3 Cups, 150 ml",400.0,Home > Accessories > Heaters,Home & Kitchen,Value
"KENT 16025 Sandwich Grill 700W | Non-Toxic Ceramic Coating | Automatic Temperature Cut-off with LED Indicator | Adjustable Height Control, Metallic Silver, Standard",1975.0,Home > Appliances > Heaters,Home & Kitchen,Value
Solidaire 550-Watt Mixer Grinder with 3 Jars (Black) (SLD-550-B),2800.0,Home > Kitchen > Mixer,Home & Kitchen,Mid-Range
ACTIVA Instant 3 LTR 3 KVA SPECIAL Anti Rust Coated Tank Geyser with Full ABS Body with 5 Year Warranty Premium (White),3790.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"KENT 16068 Zoom Vacuum Cleaner for Home and Car 130 W | Cordless, Hoseless, Rechargeable HEPA Filters Vacuum Cleaner with Cyclonic Technology | Bagless Design and Multi Nozzle Operation | Blue",14999.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Philips HD9306/06 1.5-Litre Electric Kettle (Multicolor),2695.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"E-COSMOS Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light, LED Portable car Bulb, Indoor, Outdoor, Reading, Sleep (4 pcs)",99.0,Home > Accessories > Heaters,Electronics,Value
"Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow",1995.0,Computing > Accessories > Mouse,Electronics,Value
"Swiss Military VC03 Wireless Car Vacuum Cleaner | Wireless Vacuum Cleaner for Home, Car, Living Room | Wireless Vacuum Cleaner Dust Collection/Lighting Car Pet Hair Vacuum with Powerful Motor",2890.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Boult Audio Airbass Z20 True Wireless, 40H Battery Life, Zen ENC Mic, Type-C Lightning Boult Fast Charging (10Mins=100Mins), BoomX Tech Bass, ENC, IPX5 in Ear Earbuds with mic (Green)",5499.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"Croma 80 cm (32 Inches) HD Ready LED TV (CREL7369, Black) (2021 Model)",20000.0,Electronics > Televisions > LED TVs,Electronics,Premium
"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",900.0,Mobile > Accessories > Cable,Electronics,Value
Morphy Richards Aristo 2000 Watts PTC Room Heater (White),4495.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Amazon Basics 16-Gauge Speaker Wire - 50 Feet,795.0,Home > Appliances > Heaters,Home & Kitchen,Value
RPM Euro Games Gaming Mousepad Speed Type Extended Large (Size - 800 mm x 300 mm x 3 mm),990.0,Home > Appliances > Heaters,Electronics,Value
Portronics My buddy plus Adjustable Laptop cooling Table (Brown),2699.0,Home > Appliances > Heaters,Electronics,Mid-Range
"AmazonBasics High Speed 55 Watt Oscillating Pedestal Fan, 400mm Sweep Length, White (Without Remote)",3300.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
atomberg Renesa 1200mm BLDC Motor with Remote 3 Blade Energy Saving Ceiling Fan (Matt Black),5190.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368*448 Pixel Resolution 100+ Sports Mode, TWS Connection, Voice Assistance, SPO2 & Heart Rate Monitoring",16999.0,Electronics > Wearables > Smartwatches,Electronics,Mid-Range
"SKYTONE Stainless Steel Electric Meat Grinders with Bowl 700W Heavy for Kitchen Food Chopper, Meat, Vegetables, Onion , Garlic Slicer Dicer, Fruit & Nuts Blender (2L, 700 Watts)",2799.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Zebronics Zeb-Transformer-M Optical USB Gaming Mouse with LED Effect(Black),549.0,Computing > Accessories > Mouse,Computing,Value
"Bajaj DX-6 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",1400.0,Home > Appliances > Heaters,Home & Kitchen,Value
"boAt Airdopes 191G True Wireless Earbuds with ENx™ Tech Equipped Quad Mics, Beast™ Mode(Low Latency- 65ms) for Gaming, 2x6mm Dual Drivers, 30H Playtime, IPX5, IWP™, Appealing Case LEDs(Sport Blue)",3490.0,Home > Appliances > Heaters,Electronics,Mid-Range
Prestige PIC 20 1600 Watt Induction Cooktop with Push button (Black),3645.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
CP PLUS 2MP Full HD Smart Wi-fi CCTV Security Camera | 360° with Pan Tilt | Two Way Talk | Cloud Monitor | Motion Detect | Night Vision | Supports SD Card (Up to 128 GB) | Alexa & Ok Google | CP-E21A,4700.0,Electronics > Accessories > Cables,Electronics,Mid-Range
Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),22900.0,Mobile > Phones > Mid-Tier,Electronics,Premium
Eveready Red 1012 AAA Batteries - Pack of 10,180.0,Electronics > Accessories > Cables,Electronics,Value
"Casio MJ-120D 150 Steps Check and Correct Desktop Calculator with Tax Keys, Black",535.0,Home > Accessories > Cables,Electronics,Value
HB Plus Folding Height Adjustable Aluminum Foldable Portable Adjustment Desktop Laptop Holder Riser Stand,1949.0,Home > Appliances > Heaters,Electronics,Value
"Dell USB Wireless Keyboard and Mouse Set- KM3322W, Anti-Fade & Spill-Resistant Keys, up to 36 Month Battery Life, 3Y Advance Exchange Warranty, Black",2498.0,Home > Accessories > Mouse,Electronics,Mid-Range
Black+Decker Handheld Portable Garment Steamer 1500 Watts with Anti Calc (Violet),4995.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Philips EasyTouch Plus Standing Garment Steamer GC523/60 - 1600 Watt, 5 Steam Settings, Up to 32 g/min steam, with Double Pole",8995.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"BAJAJ PYGMY MINI 110 MM 10 W HIGH SPEED OPERATION, USB CHARGING, MULTI-CLIP FUNCTION PERSONAL FAN",1620.0,Electronics > Accessories > Cables,Electronics,Value
"PHILIPS Handheld Garment Steamer STH3000/20 - Compact & Foldable, Convenient Vertical Steaming, 1000 Watt Quick Heat Up, up to 20g/min, Kills 99.9%* Bacteria (Reno Blue), Small",4195.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
Canon PIXMA E477 All-in-One Wireless Ink Efficient Colour Printer (White/Blue),6355.0,Electronics > Accessories > Cables,Electronics,Value
"Eureka Forbes Active Clean 700 Watts Powerful Suction & Blower Vacuum Cleaner with Washable HEPA Filter & 6 Accessories,1 Year Warranty,Compact,Light Weight & Easy to use (Red & Black)",6999.0,Home > Appliances > Vacuum cleaner,Home & Kitchen,Mid-Range
"PHILIPS Digital Air Fryer HD9252/90 with Touch Panel, uses up to 90% less fat, 7 Pre-set Menu, 1400W, 4.1 Liter, with Rapid Air Technology (Black), Large",11595.0,Home > Appliances > Heaters,Electronics,Mid-Range
"iQOO Z6 44W by vivo (Raven Black, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",20999.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"OnePlus Nord 2T 5G (Jade Fog, 12GB RAM, 256GB Storage)",33999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Solid Cable, 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11)",199.0,Electronics > Accessories > Charging Cable,Electronics,Value
"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",160.0,Home > Accessories > Heaters,Home & Kitchen,Value
"Duracell CR2016 3V Lithium Coin Battery, 5 pcs, 2016 Coin Button Cell Battery, DL2016",200.0,Home > Accessories > Heaters,Electronics,Value
"Zebronics Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Black+Grey)",1190.0,Computing > Accessories > Mouse,Electronics,Value
"Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293",1390.0,Electronics > Accessories > Cables,Electronics,Value
Crompton Highspeed Markle Prime 1200 mm (48 inch) Anti-Dust Ceiling Fan with Energy Efficient 55W Motor (Burgundy),4780.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"iQOO Z6 44W by vivo (Lumina Blue, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",20999.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"Aquaguard Aura RO+UV+UF+Taste Adjuster(MTDS) with Active Copper & Zinc 7L water purifier,8 stages of purification,suitable for borewell,tanker,municipal water(Black) from Eureka Forbes",24500.0,Home > Appliances > Heaters,Electronics,Mid-Range
ENVIE ECR-20 Charger for AA & AAA Rechargeable Batteries,400.0,Electronics > Accessories > Cables,Electronics,Value
"Lifelong LLWH106 Flash 3 Litres Instant Water Heater for Home Use, 8 Bar Pressure,Power On/Off Indicator and Advanced Safety, (3000W, ISI Certified, 2 Years Warranty)",5550.0,Home > Appliances > Heater,Home & Kitchen,Mid-Range
Usha Janome Dream Stitch Automatic Zig-Zag Electric Sewing Machine with 14 Stitch Function (White and Blue) with Free Sewing KIT Worth RS 500,12150.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Classmate Pulse Spiral Notebook - 240 mm x 180 mm, Soft Cover, 200 Pages, Unruled",75.0,Stationery > Accessories > Cables,Home & Kitchen,Value
"Pentonic Multicolor Ball Point Pen, Pack of 10",120.0,Home > Accessories > Heaters,Electronics,Value
"Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water, Making Tea and Coffee, Instant Noodles, Soup, 1500 Watt with Auto Shut- off Feature - (Silver)",1545.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"Logitech MK215 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Design, 2-Year Battery Life(Keyboard),5 Month Battery Life(Mouse) PC/Laptop- Black",1795.0,Electronics > Accessories > Cables,Electronics,Value
Crompton Hill Briz Deco 1200mm (48 inch) High Speed Designer Ceiling Fan (Smoked Brown),2380.0,Home > Appliances > Heaters,Electronics,Mid-Range
Lifelong LLMG74 750 Watt Mixer Grinder with 3 Jars (White and Grey),3299.0,Home > Kitchen > Heaters,Home & Kitchen,Mid-Range
"PHILIPS Drip Coffee Maker HD7432/20, 0.6 L, Ideal for 2-7 cups, Black, Medium",3595.0,Home > Accessories > Heaters,Home & Kitchen,Mid-Range
V-Guard Zio Instant Water Geyser | 3 Litre | 3000 W Heating | White-Blue | | 2 Year Warranty,4700.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage) | Octa-core Helio G35 | 5000 mAh Battery",10999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
Acer 100 cm (40 inches) P Series Full HD Android Smart LED TV AR40AR2841FDFL (Black),24990.0,Mobile > Phones > Premium Tier,Electronics,Premium
AmazonBasics 6-Feet DisplayPort (not USB port) to HDMI Cable Black,1700.0,Electronics > Accessories > Cables,Electronics,Value
"Bajaj Immersion Rod Water Heater 1500 Watts, Silver",720.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Duracell CR2025 3V Lithium Coin Battery, 5 pcs, 2025 Coin Button Cell Battery, DL2025",200.0,Home > Accessories > Heaters,Electronics,Value
"HUL Pureit Germkill kit for Advanced 23 L water purifier - 3000 L Capacity, Sand, Multicolour",980.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",15990.0,Electronics > Accessories > Cables,Electronics,Mid-Range
"Borosil Electric Egg Boiler, 8 Egg Capacity, For Hard, Soft, Medium Boiled Eggs, Steamed Vegetables, Transparent Lid, Stainless Steel Exterior (500 Watts)",2290.0,Home > Kitchen > Heaters,Home & Kitchen,Mid-Range
Crompton Insta Comfy 800 Watt Room Heater with 2 Heat Settings(Grey Blue),2300.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
HP 805 Black Original Ink Cartridge,761.0,Electronics > Accessories > Cables,Electronics,Value
"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx  Tech, Beast  Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP  Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)",2990.0,Electronics > Accessories > Charging Cable,Electronics,Mid-Range
"Philips HL7756/00 Mixer Grinder, 750W, 3 Jars (Black)",4295.0,Home > Kitchen > Mixer,Home & Kitchen,Mid-Range
"HP Deskjet 2331 Colour Printer, Scanner and Copier for Home/Small Office, Compact Size, Reliable, Easy Set-Up Through Smart App On Your Pc Connected Through USB, Ideal for Home.",4332.96,Electronics > Accessories > Cables,Electronics,Mid-Range
"Philips Handheld Garment Steamer GC360/30 - Vertical & Horizontal Steaming, 1200 Watt, up to 22g/min",5995.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Amazon Basics USB 3.0 Cable - A Male to Micro B - 6 Feet (1.8 Meters), Black",485.0,Electronics > Accessories > Cables,Electronics,Value
HP 65W AC Laptops Charger Adapter 4.5mm for HP Pavilion Black (Without Power Cable),1547.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Borosil Volcano 13 Fin Oil Filled Radiator Room Heater, 2900 W, Black",18990.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Luxor 5 Subject Single Ruled Notebook - A5 Size, 70 GSM, 300 Pages",180.0,Home > Accessories > Heaters,Home & Kitchen,Value
Panasonic CR-2032/5BE Lithium Coin Battery - Pack of 5,250.0,Home > Accessories > Heaters,Home & Kitchen,Value
Eco Crystal J 5 inch Cartridge (Pack of 2),400.0,Home > Accessories > Heaters,Home & Kitchen,Value
"Morphy Richards Daisy 1000W Dry Iron with American Heritage Non-Stick Coated Soleplate, White",1010.0,Home > Appliances > Heaters,Home & Kitchen,Value
Crompton Brio 1000-Watts Dry Iron with Weilburger Coating (Sky Blue and White),1100.0,Home > Appliances > Heaters,Home & Kitchen,Value
BESTOR® LCD Writing Tablet/pad 12 inches | Electronic Writing Scribble Board for Kids | Kids Learning Toy | Portable Ruff for LCD Paperless Memo Digital Tablet Notepad E-Writer/Writing/Drawing Pad Home/School/Office (Black),1399.0,Home > Appliances > Heaters,Electronics,Value
KENT 16044 Hand Blender Stainless Steel 400 W | Variable Speed Control | Easy to Clean and Store | Low Noise Operation,2100.0,Home > Kitchen > Mixer,Home & Kitchen,Mid-Range
Havells Ambrose 1200mm Ceiling Fan (Gold Mist Wood),3190.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"FYA Handheld Vacuum Cleaner Cordless, Wireless Hand Vacuum&Air Blower 2-in-1, Mini Portable Car Vacuum Cleaner with Powerful Suction, USB Rechargeable Vacuum for Pet Hair, Home and Car",3199.0,Home > Appliances > Heaters,Electronics,Mid-Range
LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),21990.0,Mobile > Phones > Mid-Tier,Electronics,Premium
Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),34990.0,Mobile > Phones > Premium Tier,Electronics,Premium
Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable,595.0,Electronics > Accessories > Cables,Electronics,Value
"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery | Upto 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",25999.0,Mobile > Phones > Mid-Tier,Electronics,Mid-Range
"INALSA Electric Chopper Bullet- 400 Watts with 100% Pure Copper Motor| Chop, Mince, Puree, Dice | Twin Blade Technology| 900 ml Capacity| One Touch Operation, 1.30mtr Long Power Cord (Black/Silver)",2695.0,Home > Kitchen > Case,Home & Kitchen,Mid-Range
"Bajaj New Shakti Neo 10L Vertical Storage Water Heater (Geyser 10 Litres) 4 Star BEE Rated Heater For Water Heating with Titanium Armour, Swirl Flow Technology, Glasslined Tank(White), 1 Yr Warranty",9650.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Bajaj New Shakti Neo 15L Vertical Storage Water Heater (Geyser 15 litres) 4 Star BEE Rated Heater For Water Heating with Titanium Armour, Swirl Flow Technology, Glasslined Tank (White), 1 Yr Warranty",13150.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Classmate Drawing Book - Unruled, 40 Pages, 210 mm x 297 mm - Pack Of 4",120.0,Stationery > Accessories > Cables,Home & Kitchen,Value
"Storio Kids Toys LCD Writing Tablet 8.5Inch E-Note Pad Best Birthday Gift for Girls Boys, Multicolor (SC1667)",237.0,Home > Accessories > Heaters,Electronics,Value
Orpat HHB-100E 250-Watt Hand Blender (White),970.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"HP K500F Backlit Membrane Wired Gaming Keyboard with Mixed Color Lighting, Metal Panel with Logo Lighting, 26 Anti-Ghosting Keys, and Windows Lock Key / 3 Years Warranty(7ZZ97AA)",1800.0,Home > Appliances > Heaters,Electronics,Value
KENT 11054 Alkaline Water Filter Pitcher 3.5 L | Chemical-Free Water with Balanced pH Levels 8.0 to 9.5 | Solves Acidity Issue | Equipped with Carbon and Sediment Filter - Grey,1950.0,Home > Appliances > Heaters,Home & Kitchen,Value
USHA Heat Convector 812 T 2000-Watt with Instant Heating Feature (Black),2990.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"Wonderchef Nutri-blend Complete Kitchen Machine | 22000 RPM Mixer Grinder, Blender, Chopper, Juicer | 400W Powerful motor | SS Blades | 4 Unbreakable Jars | 2 Years Warranty | Online Recipe Book By Chef Sanjeev Kapoor | Black",6500.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
"CableCreation RCA to 3.5mm Male Audio Cable, 3.5mm to 2RCA Cable Male RCA Cable,Y Splitter Stereo Jack Cable for Home Theater,Subwoofer, Receiver, Speakers and More (3Feet/0.9Meter,Black)",758.0,Electronics > Accessories > Cables,Electronics,Value
"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",1400.0,Electronics > Accessories > Cables,Electronics,Value
KENT Gold Optima Gravity Water Purifier (11016) | UF Technology Based | Non-Electric & Chemical Free | Counter Top | 10L Storage | White,1900.0,Home > Appliances > Heaters,Home & Kitchen,Value
Crompton Arno Neo 15-L 5 Star Rated Storage Water Heater (Geyser) with Advanced 3 Level Safety (Grey),10400.0,Home > Appliances > Heaters,Home & Kitchen,Mid-Range
