product_id,product_name,about_product,actual_price,rule_based_clienta_category,rule_based_clientb_department,rule_based_clientb_price_tier,clienta_level_1,clienta_level_2,clienta_level_3
B07J9KXQCC,"Libra Room Heater for Home, Room Heaters Home for Winter, Electric Heater with 2000 Watts Power as per IS Specification for Small to Medium Rooms - FH12 (Grey)","Libra room heater for home has cool, warm or hot wind selection knob for heat setting; Please note that regulator changes heating power & not actual fan speed. This model Fan Speed is fixed, not regulated by knob.|Libra room heaters home for winter is lightweight for easy portability between rooms; Plastic body with rust-free grill front. Libra room heater for home has a air throw range of 10 feet which is ideal for small to medium sized room.|Libra room heaters home for winter has a built-in overheating protection. The Power is 2000 watts and Operating Voltage is 220 - 240 volts. The Package contents: 1 Room Heater and Instructions Manual.|Do not worry if you experience some burning smell when you run your room heater for the 1st time. This is due to the motor varnish getting heated for the 1st time. The problem should not recur in subsequent usage. If it does, please contact our Customer support.|Libra room heaters home for winter has powerful 2400 RPM copper winded motor for quick heating. It has three setting. One only fan mode , other low heating and third full heating. The fan speed is fixed in all cases.",2299,Needs_ML_Prediction,Home & Kitchen,Mid-Range,Needs_ML_Prediction,,
B09WMTJPG7,Crompton InstaBliss 3-L Instant Water Heater (Geyser) with Advanced 4 Level Safety,"PRODUCT: Crompton's instant water heater with fast heating function|TECHNICAL SPECIFICATIONS: Wattage: 3000W; Capacity: 3L; Pressure 6.5 bar|WARRANTY: 5 year warranty on Tank, 2 year warranty on Element and 2 year warranty on Product provided by Crompton from date of purchase|4 LEVEL SAFETY: Steam Thermostat, automatic thermal cut-out, pressure release valve and a fusible plug to ensure complete safety.|ANTI-RUST: Rust free PP body along with a weldless tank design that enhances resistance to corrosion and ensures long life",4400,Needs_ML_Prediction,Home & Kitchen,Mid-Range,Needs_ML_Prediction,,
B08SJVD8QD,"CARDEX Digital Kitchen Weighing Machine Multipurpose Electronic Weight Scale With Back Lite LCD Display for Measuring Food, Cake, Vegetable, Fruit (KITCHEN SCALE)","Kitchen Scale is Compact portable and easy to use. It has tare (zero) function.|Capacity: 500g, 1000g, 3000g, 5000g.|Automatic Zero resetting and automatic switch off in 3 seconds.|Low power, low battery and overload indicator.|Equipped With a High Precision Strain Gauge Sensor System",389,Needs_ML_Prediction,Home & Kitchen,Value,Needs_ML_Prediction,,
B07S9M8YTY,"Usha Aurora 1000 W Dry Iron with Innovative Tail Light Indicator, Weilburger Soleplate (White & Grey)","1000W for powerful performance;Weil berger non stick soleplate|Multi colored LED tail light to indicate readiness;Easy ironing under buttons|Ergonomic design for a strong grip;Overheat safety shutoff; 360 degree swivel cord;Power: 1000 watts; Operating Voltage: 220 - 240 volts|Includes: 1 unit of product, User manual; Innovative tail light indicator: Red light while heating - Green light when ready to iron; Weilburger Non-stick coated soleplate glides effortlessly over the fabric; Plastic body to protect from electric shocks; Thermal fuse for overheat cut-off protection; 360⁰ swivel cord for easy operation; 1.8 m long chord; Indicator lamp for thermostat function indication; Includes: 1 unit of product, User manual; Includes: 1 unit of product, User manual; Includes: 1 unit of product, User manual; ISI mark for best product quality and safety of use; Warranty: 2 year product warranty|Color Name: Black",1390,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B00TDD0YM4,"Philips GC026/30 Fabric Shaver, Lint Remover for Woolen Sweaters, Blankets, Jackets/Burr Remover Pill Remover from Carpets, Curtains (White)","Easily remove fabric fluff, fuzz, bobbles, pills, burr or roye from all types of garments and fabrics|Helps to Restores your clothes and fabrics to a fresh new look|Up to 8800 rounds/min blade rotation for effective removal-Suitable for all garments|3 sizes of holes in the mesh to tackle all sizes of pills|Warranty: 2 years on product|Includes: 1 Fabric Shaver, 2 x AA batteries and Cleaning Brush|Large blade surface for covering a large area at once",1695,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B071VNHMX2,Philips Daily Collection HD2582/00 830-Watt 2-Slice Pop-up Toaster (White),"Frequency: 50-60 Hz, Wattage: 830 W, Integrated cord storage,operating Voltage: 220 - 240 volts. Power : 760-900 W",2095,Needs_ML_Prediction,Needs_ML_Prediction,Mid-Range,Needs_ML_Prediction,,
B0B8XNPQPN,"Pigeon Healthifry Digital Air Fryer, 360° High Speed Air Circulation Technology 1200 W with Non-Stick 4.2 L Basket - Green","Only Air Fryer with Appointment Function used to make fried foods such as meat, pastries, and potato chips.|AIR FRYER CAPACITY: 4.2 litre capacity is enough to enjoy your favorite French fries, samosas, and nuggets without having to worry|HEALTHIER FRIED FOOD: Pigeon Healthifry Digital Air Fryer is a tool that is used to cook food with 85% less oil which means with only one spoon of oil, you can cook your favorite food items. 360° HIGH SPEED AIR CIRCULARION TECHNOLOGY: Air fryers work by circulating hot air around a food item to create the same crispiness as traditional fried foods.|POWERFUL 1200 Watts: It heats up very quickly, cook food evenly and swiftly due to the combined presence of a concentrated heat source and the size and placement of the fan.|NON-STICK FOOD BASKET: 4.2 L Food Basket is Non-Stick that will allow food to be brown without sticking to the pan.",7950,Needs_ML_Prediction,Needs_ML_Prediction,Mid-Range,Needs_ML_Prediction,,
B07FJNNZCJ,"V-Guard Zenora RO+UF+MB Water Purifier | Suitable for water with TDS up to 2000 ppm | 8 Stage Purification with World-class RO Membrane and Advanced UF Membrane | Free PAN India Installation & 1-Year Comprehensive Warranty | 7 Litre, Black","7 STAGE ADVANCED PURIFICATION: Zenora’s intelligent design, combining world-class RO Membrane guarantees effective elimination of impurities commonly found in Indian water supply, and long-lasting performance with minimal maintenance hassles. The advanced hollow fiber UF Membrane polishes the filtered water to prevent any fine particles in your drinking water|MADE FOR INDIAN WATER CONDITIONS: RO+UF+MB Model can treat water with TDS up to 2000 ppm, making it suitable for borewell, tanker & municipal water|TRUE ONE YEAR COMPREHENSIVE WARRANTY: Covers Filters, RO Membrane and Electrical Parts, Free Replacement of 2 Pre-Filters, Two Free Pre-emptive Maintenance Services and One Free Re-installation|AFFORDABILITY ASSURED: Free Installation with Pan India Service Support and Attractive AMC Plans|PAN-INDIA SERVICE NETWORK: 1800-103-1300 (Toll Free) | 1860-180-3000 (Toll) or send a “Hi” via WhatsApp to +919633503333 or email us at waterpurifier@vguard.in|IMMERSIVE LED EXPERIENCE: Equipped with 3 LED Indicators for 'Purification On', 'Tank Full' and 'Low Pressure'. This will keep you informed about the health of the machine at all times|7 L LARGE STORAGE TANK: Made of 100% Food Grade Plastic, Ideal for Large Families",13049,Needs_ML_Prediction,Home & Kitchen,Premium,Needs_ML_Prediction,,
B00NW4UWN6,Prestige PKGSS 1.7L 1500W Electric Kettle (Stainless Steel),"Content: Prestige Electric Kettle 1.7L with concealed element and detachable power base|Net Quantity: 1 unit : Warranty: 1 year.Water Level Indicator:Yes|Specifications - power - 1500 watts , Voltage: 230V, Material- stainless steel, concealed element|Troubleshooting guidelines - Never operate the appliance empty, Never lift the kettle from the base when the unit is in operation|Specifications - power - 1500 watts, Material- stainless steel, concealed element|Great Features - Automatic cutoff, wide mouth for easy cleaning, single touch lid locking|Includes: main unit, user manual, warranty card",1345,Needs_ML_Prediction,Home & Kitchen,Value,Needs_ML_Prediction,,
B078JBK4GX,"Havells Instanio 1-Litre 3KW Instant Water Heater (Geyser), White Blue","Type: Instant ; Capacity: 1 Litre; Wattage: 3000 Watts; Pressure: 6.5 Bars ;4 Level Safety : Thermostat, Automatic Thermal Cut-Out, Pressure Release Valve and Heating Indicator|LED : Temperature Sensing Color changing LED Indicator for real-time hotness of the water|Outer Body: Rust and shock proof Plastic outer body for long life|Heating Element : Copper heating element offers superior heating performance with its excellent resistance to both oxidation and carbonization at high temperature setting and resists corrosion against extreme and hard water conditions|Inner Tank : Extra thick Stainless Steel Inner tank of superior 304 Level grade​|Warranty: 5 years on inner container, 2 years on Heating Element, 2 years comprehensive warranty|Product Dimensions: 20.5 cms x 29.4 cms x 18.5 cms",4560,Needs_ML_Prediction,Home & Kitchen,Mid-Range,Needs_ML_Prediction,,
B00GHL8VP2,"USHA 1212 PTC with Adjustable Thermostat Fan Heater (Black/Brown, 1500-Watts).",Meant for Spot Heating|Room Size: Upto 15 sq ft. Cord Winder :Yes|2 Stage Safety for Overheating Protection|Two Heating Elements For Energy SavingOptions|Fire Retardant Strong ABS Housing|ISI Mark|1 Year Warranty,4990,Needs_ML_Prediction,Home & Kitchen,Mid-Range,Needs_ML_Prediction,,
B08WRKSF9D,"V-Guard Divino 5 Star Rated 15 Litre Storage Water Heater (Geyser) with Advanced Safety Features, White","【15 LITRE】Storage Water Heater; 【BEE 5 STAR RATED】: Highly Energy Efficient with Extra Thick & High Density CFC Free PUF Insulation for Maximum Heat Retention;【COUNTRY OF ORIGIN】: India|【ANTI-CORROSIVE & SUITABLE FOR HARD WATER USAGE】: Advanced Vitreous Enamel Coating protects the Inner Tank, Superior Incoloy 800 Heating Element ensures Sustained Performance, Extra Thick Magnesium Anode provides Added Protection|【66% REDUCTION IN LEAKAGE】: Single Weld Line High Grade Mild Steel Tank|【SAFETY ASSURED】: Advanced Thermostat & Thermal Cut-out Mechanism for Dual Overheat Protection; 5-in-1 Multi-function Safety Valve prevents excessive Pressure Build-up, Vacuum Formation & Reverse Water Flow|【HYGIENIC & PUNGENT-FREE WATER】: Multi-layer protection against Corrosion & Scaling|【PAN INDIA INSTALLATION AVAILABLE AT INR 350+GST】: Inlet and Outlet Connection Pipes can be purchased from the technician on a chargeable basis (INR.250)|【WITHSTANDS UP TO 8 BAR PRESSURE】: Suitable for High Rise Buildings up to 35 floors and Pressure Pump Application",8500,Needs_ML_Prediction,Home & Kitchen,Premium,Needs_ML_Prediction,,
B00URH5E34,Inventis 5V 1.2W Portable Flexible USB LED Light Lamp (Colors may vary),"The side the LED light falls on will depend on your USB port orientation (non-standardized)|This product can twist and bend without breaking. Use this to shine light as required|Rated Voltage: 5V; Rated Power: 1.2W - Powered by any standard USB outlet (car charger, power bank, laptop etc.)|Ideal for lighting small areas inside your car, as an alternative to your cabin light|You might experience moderate heating from the LEDs - this is normal and won't damage the product",39,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B00BN5SNF0,"ENVIE® (AA10004PLNi-CD) AA Rechargeable Batteries, Low Self Discharge, AA 1000mAh Ni-CD (Pack of 4)","Functional design: International Standard universally compatible 4 pcs of rechargeable Ni-Cd batteries. Batteries needs to be charged before first use|Capacity:Best in Industry 1000mAh capacity batteries with no memory effect so they can be charged or discharged as needed without loss of capacity|Discharge: Batteries are equipped with low self discharge mechanism to hold charge upto 80% for 12 months without use|Compatibility: Envie AA Batteries are compatible with numerous devices including Remote Controls, Electronic Toys, Flashlights, Torches and various other devices. Batteries also support Quick Charge mechanism which can be done via any smart or quick charger|Environment friendly:Envie batteries provide you a safe and stable highy protected environment friendly energy solution",250,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B07DJLFMPS,HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),"HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB)|Class 10, UHS-I, U1 Memory Card with Adapter|Perfect for storing and transferring more mobile content across your devices, including photos, music and movies for entertainment or apps and e-books for school or work|Ideal for the latest tablets, PCs, smartphones and mobile devices|16-128GB: Read speed up to 80MB/s, write minumum 30MB/s|Importer Details: Fortune marketing Pvt Ltd D1/2 -Okhla Industrial Area Phase -II New Delhi 110020|Country of Origin: Taiwan",1600,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B01MQ2A86A,"Logitech M331 Silent Plus Wireless Mouse, 2.4GHz with USB Nano Receiver, 1000 DPI Optical Tracking, 3 Buttons, 24 Month Life Battery, PC/Mac/Laptop - Black","Quieter Click: Logitech’s SilentTouch Technology reduces over 90 percent (1) of clicking sounds while ensuring top performance, meaning you can feel every single click but hear virtually nothing.;Crafted for Comfort: With contoured grips made of soft rubber, the noiseless M330 SILENT PLUS mouse is built to give great comfort to right-handed users.|Long Life: This cordless mouse has a 24-month battery life (2), and automatically switches to sleep mode when not in use, allowing you to focus on your work without the hassle of changing batteries.;Advanced Optical Tracking: With a wireless range of up to 33 ft (3), this quiet computer mouse provides high-performance precision and smart cursor control on most surfaces.|Plug and Play: Plug the USB mini-receiver into your Windows, Mac, Chrome, OS, or Linux computer and forget about it;you can even add more compatible wireless devices without using multiple USB ports.|Compatible with Chromebook: This product is tested and certified as Works With Chromebook (4), which means it meets Google’s compatibility standards and works seamlessly with your Chromebook.;Upgrade to Logitech M590 Silent Wireless Mouse: Increase productivity with M590's USB/Bluetooth connectivity, multi-device functionality, horizontal scrolling, and 6 customizable buttons.|Hardware Platform: Windows 8;Operating System: Chrome Oslinux",1645,Needs_ML_Prediction,Electronics,Value,Needs_ML_Prediction,,
B008LN8KDM,Philips GC1920/28 1440-Watt Non-Stick Soleplate Steam Iron,"Turn the temperature dial to the appropriate position clockwise from minimum to maximum temperature to set the temperature according fabric type;To Prevent Water Leakage, keep the iron horizontal when not in use, do not fill water completely, leave some gap and wait for some time for the iron to heat up before using the iron|Warranty: 2 years on product, ;Knob should always be at no steam position when product is not in use. Second and third setting is used only when soleplate is hot. Otherwise leakage will happen.|A fine spray evenly moistens the fabric, Indicator Light: Yes;Please wait for some time for the iron to heat up. Only then you can use the steam function effectively. If the iron is not heated enough and steam function is used, it will lead to water leakage|Color Name: Pink; Material Type: Plastic; Size Name: Free Size",2095,Needs_ML_Prediction,Needs_ML_Prediction,Mid-Range,Needs_ML_Prediction,,
B07MKFNHKG,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),"Resolution: HD Ready (1366x768) | Refresh Rate: 60 hertz | Viewing Angle: 178 degrees|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices|Sound : 20 Watts output | Powerful Stereo Output | Power Audio, Music Equalizer|Display: A+ Grade Panel | IPE Technology | True Colour | Cinema Zoom | Slim Bezel | Cinema Mode|Warranty Information: 1 year warranty provided by Visio World from date of purchase|Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Visio World support on (Please visit brand website for toll free numbers) and provide product's model name as well as seller's details mentioned on the invoice|Easy returns: This product is eligible for replacement/refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided",12999,Needs_ML_Prediction,Needs_ML_Prediction,Premium,Needs_ML_Prediction,,
B0B6F8HHR6,MI 108 cm (43 inches) 5A Series Full HD Smart Android LED TV L43M7-EAIN (Black),"Note : The brands, Mi and Xiaomi, are part of the same multinational conglomerate|Resolution : Full HD (1920 x 1080) Resolution | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: Dual Band Wi-Fi | 2 HDMI ports to connect latest gaming consoles, set top box, Blu-ray Players | 2 USB ports to connect hard drives and other USB devices | ALLM | ARC | Bluetooth 5.0 | Ethernet|Sound: 24 Watts Output | Dolby Audio, DTS:X, DTS Virtual: X|Smart TV Features : Android TV 11 | PatchWall | IMDb Integration | Universal Search | 300+ Free Live Channels | Kids Mode with Parental lock | Smart Recommendations | Language Universe – 15+ Languages | User Centre | Okay Google | Chromecast suporting Apps : Netflix, Prime Video, Disney+ Hotstar | 5000+ apps from Play Store |Quad core Cortex A55 | Chromecast built-in | Ok Google | Auto Low Latency Mode | 1.5 GB RAM + 8GB Storage|Display: Full HD | Vivid Picture Engine|Warranty Information: 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase",35999,Needs_ML_Prediction,Needs_ML_Prediction,Premium,Needs_ML_Prediction,,
B01J8S6X2I,AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI Cable) (Gold),"DisplayPort to DisplayPort cable transmits HD audio and video from computer to display (This is not an HDMI cable)|Please check resolution before connection for proper output.|Gold-plated connectors, bare copper conductors, and foil-and-braid shielding for reliable connectivity|Compliant to version 1.2 specs|works with DP, DP++, and DisplayPort++|supports video resolutions up to 4Kx2K|VESA certified",1100,Needs_ML_Prediction,Electronics,Value,Needs_ML_Prediction,,
B07WJXCTG9,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14313) with Stainless Steel Body, 1.8 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)","CLASSIC DESIGN : The classical mirror polish of the appearance makes your electric kettle 1.8 Litre unique and aesthetic, which can match any type of kitchen design and 360° swivel base is connected with standard power cord for safe usage and convenient storage|CORDLESS POURING: The electric kettle 1.8 Litre can be easily lifts from its swivel base for easy filling at the sink and graceful serving without the hassle of a power cord; it can also be returned to its power source from any direction, great for right and left-handed users.|CONVENIENT : The cordless & BPA-Free electric kettle 1.8 Litre makes a striking presence on any kitchen counter or buffet in preparing and serving and it is easy for storage|FAST BOIL : This 1500 Watt electric kettle 1.8 litre has concealed heating elements and can boil up to 1.8 litres of water in 5 to 7 minutes, quicker and safer. Start your day with a cup of instant lemon tea, green tea, hot water.|EASY CLEAN : Use white vinegar, baking soda, water, cleaning bottle brush and microfiber cloth to clean your electric kettle 1.8 litre and keep it looking new.|Warranty: 1 Year Warrany from the Manufacturer on Manufacturing Defects|Water Level Indicator: No; Colour: Silver; Capacity: 1.5 Litre|Customer Care no: 080-26985800",1345,Needs_ML_Prediction,Home & Kitchen,Value,Needs_ML_Prediction,,
B01892MIPA,AO Smith HSE-VAS-X-015 Storage 15 Litre Vertical Water Heater (Geyser) White 4 Star,"Type: Storage ; Capacity: 15 Litres; Wattage: 2000 Watts; Pressure: 8 Bars ; BEE Rating: 4 Star;|Inner Tank Material: Blue Diamond Glass Lined Tank- 2X Corrosion Resistance; Outer Body Material: Metal|Product Dimensions: 44.1 cms X 33.8 cms X 33.8 cms|Warranty: 7 years on inner tank, 2+1* years extended warranty on glass coated heating element and 2 years comprehensive|Included in the box: 1 Vertical Storage Water Heater, User Manual , Mounting Screws|Blue Diamond Glass-Lined Tank for 2X corrosion resistance|Glass-Coated Heating Element to prevent scale formation and extend the life of heating element",10900,Needs_ML_Prediction,Home & Kitchen,Premium,Needs_ML_Prediction,,
B095X38CJS,"BRUSTRO Copytinta Coloured Craft Paper A4 Size 80 GSM Mixed Bright Colour 40 Sheets Pack (10 cols X 4 Sheets) Double Side Color for Office Printing, Art and Craft.","Made at the renowned Fabriano paper mill in Italy.|Acid free paper.|Vibrant color pallette,Soft surface,80gsm.|Ideal for photocopies, laser and inkjet prints, fax, dividers, covers, collages, craft & punch craft; suitable in particular for office and schools, and all technical paper uses.",99,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B00DJ5N9VK,Faber-Castell Connector Pen Set - Pack of 25 (Assorted),Simply draw and color or clip these pens together to construct interesting models|Contains 40% more ink and lasts longer|Child safe-food-grade ink,150,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B07DJLFMPS,HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),"Class 10, UHS-I, U1 Memory Card with Adapter|Perfect for storing and transferring more mobile content across your devices, including photos, music and movies for entertainment or apps and e-books for school or work|Ideal for the latest tablets, PCs, smartphones and mobile devices|16-128GB: Read speed up to 80MB/s, write minumum 30MB/s|Importer Details: Fortune marketing Pvt Ltd D1/2 -Okhla Industrial Area Phase -II New Delhi 110020|Country of Origin: Taiwan",1600,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B07X2L5Z8C,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Graphite","Modern, slim and beautiful Pebble shape Logitech Pebble has stand-out simplicity with a design that is nice to hold, feels great in your hand and is easy to carry around. Sensor resolution: 1000 dpi;Silent clicks and ultra-quiet scrolling. Enjoy the same click feel with over 90% noise reduction on the click sound|Dual connectivity. Connect the way you like via Bluetooth wireless technology or via the included tiny USB receiver;Long battery life. Logitech Pebble stays powered for up to 18 months on a single AA battery|High-precision optical tracking. Logitech Pebble tracks fast and accurately where you want to use it;Modern, slim and beautiful Pebble shape Logitech Pebble has stand-out simplicity with a design that is nice to hold, feels great in your hand and is easy to carry around;Note : In case of Wireless mouse, the USB receiver will be provided inside or along with the mouse|Silent clicks and ultra-quiet scrolling. Enjoy the same click feel with over 90% noise reduction on the click sound.Dual connectivity. Connect the way you like via Bluetooth wireless technology or via the included tiny USB receiver. Long battery life. Logitech Pebble stays powered for up to 18 months on a single AA battery|Hardware Platform: Laptoppc;Operating System: Chrome Oswindows 10linux",2295,Needs_ML_Prediction,Electronics,Mid-Range,Needs_ML_Prediction,,
B082ZQ4479,"Prestige PWG 07 Wet Grinder, 2L (Multicolor) with Coconut Scraper and Atta Kneader Attachments, 200 Watt","2 Litres Capacity, 5 Years Warranty on Motor|High Quality Grinding Stones, Heavy Duty Motor|Compact Table Top Design, Coconut Scraper Attachment|Atta Kneader Attachment.",4330,Needs_ML_Prediction,Needs_ML_Prediction,Mid-Range,Needs_ML_Prediction,,
B09NKZXMWJ,"Flix (Beetel) Usb To Type C Pvc Data Sync And 2A 480Mbps Data Sync, Tough Fast Charging Long Cable For Usb Type C Devices, Charging Adapter (White, 1 Meter) - Xcd-C12","Durable Pvc Outer Exterior: Pvc Cables Are Versatile, High In Tensile Strength, Flexible, And Good Conductors|Flix C12 Data And Charging Cable Is Equipped With A Type-C Usb Port, The Cable Supports Up To 2.4Amps Of Power Output For Powering And Fast Charging Your Smart Device|Type-C Usb Cable Is 1 Meter In Length, Optimized For Easy Use For Your Comfort At Home Or Office, Helps You To Overcome Distance Restrictions|Charge & Sync, This Usb Cable Can Charge And Data Sync Simultaneously At 480Mbps Speed, Compatible With All Devices With A C-Type Usb Port",249,Needs_ML_Prediction,Electronics,Value,Needs_ML_Prediction,,
B01GGKZ0V6,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,"Connect Usb Type-C Enabled Devices (Macbook, Chromebook Pixel, Galaxy Note 7 Etc.) With Standard Usb Type-C 2.0 Enabled Devices And Accessories (Smartphones, Car/Wall Charger, Multi-Port Adapters Etc.)|1 Year Limited Warranty|Up To 480 Mbps Data Transfer Speed; Power Output Up To 5V, 3 Amp|Certified By Usb-If To Be Compliant With Usb 2.0|Type-C Port Is Half The Width And One-Third The Height Of A Standard Usb-A Connector (Slightly Larger Compared To Lightning Or Micro-Usb Ports)|Ideal For Charging And Powering Usb Type-C Enabled Devices, As Well As Syncing Data, Photos And Music|Reversible Design - Easily Insert The Connector Into Any Type-C Enabled Device (Does Not Matter Which Side Is Up)",845,Needs_ML_Prediction,Electronics,Value,Needs_ML_Prediction,,
B0116MIKKC,Goldmedal Curve Plus 202042 Plastic Spice 3-Pin 240V Universal Travel Adaptor (White),LED indicator|Trendy two colours|Compatible with worldwide plugs|Ergonomic product design,171,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B09FHHTL8L,Empty Mist Trigger Plastic Spray Bottle for Multi use 200ml Pack of 2,"Easy To Press Spray Pump Delivers Ultra-Fine Mist Spray. Transparent empty Bottle. lock On Top Prevents The Spray Pump From Spraying Liquids Accidentally.|Made From BPA-Free, Food-Safe Plastic. Odorless and Keeps the Liquids Fresh for Long.|Transfer Toners, Rose Waters, Perfumes, Oils, Hand Sanitizers, etc. in this Cute Spray Bottle and Keep it in Your Purse or Travel Bag.",199,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B07L9FW9GF,"Zebronics Zeb-Power Wired USB Mouse, 3-Button, 1200 DPI Optical Sensor, Plug & Play, for Windows/Mac","If you’re looking at compact and stylish design look no further with the Zebronics Power mouse.|It has an advanced optical sensor technology that gives you high precision|It comes with an easy to install mechanism where you can just plug and play.|Compact and stylish design, Advanced optical sensor technology with Resolution 1200dpi|Warranty - 1 year from the date of purchase",249,Needs_ML_Prediction,Electronics,Value,Needs_ML_Prediction,,
B0B7L86YCB,Green Tales Heat Seal Mini Food Sealer-Impulse Machine for Sealing Plastic Bags Packaging,"Sealing Machine use for snack food saver storage and creates airtight containers, make food fresh.|Heat Sealer will easily reseal original plastic bags so food will stop being exposed to dust.|Magnetic bottom, it easily attaches to refrigerators or any stationary metal surface so you will keep it handy in your kitchen, outdoor, cabinet or anywhere you need it.|Safe & Convenient Sealer: High quality ABS material, resistance to high and low temperature.|Airtight seal Create airtight seal and prevent your food from tasting bland and stale and lock in freshness and flavor.",300,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B01EY310UM,"Philips GC181 Heavy Weight 1000-Watt Dry Iron, Pack of 1","Powerful performance : Heavy soleplate that is built to last|Easy to experience : Easy to understand temperature settings|Modern design : Attractive looks with powerful performance|High wattage : 1000 watt, Power cord length:1.8m, Weight: 1.6 kg, Voltage: 220-240 V, Cord freedom (swivel): 360 degree cord freedom|Auto off pilot light",1545,Needs_ML_Prediction,Needs_ML_Prediction,Value,Needs_ML_Prediction,,
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),"Tare function: It comes with tare function which allows you to measure the weight of all ingredients separately after adding one after another without having to remove the previous ingredients. It also allows user to cancel out the weight of the container in which the ingredients are measured ; NOTE: Place your weighing machine on flat surface to get an accurate results|Measure weight up to 5 kg: equipped with high precision measurement sensors (accu gauge), the device meets your precise weighing requirements every single time. its weighing capacity is 1g to 5kg with unit shuffling feature between g/lb: oz and ml/fl: oz|Comes with a bpa free bowl: it comes with a bpa free detachable and lightweight bowl which complements well with the machine. you can flip the bowl over on top of the scale to save space during storage. Product Weight: 406 gm|Measurement units can be converted: it can display weight in a lot of units of measurement. you can easily convert units between pounds (lb), ounces (oz) and grams (g). also it has two volume unit systems ml and fl’oz|Low battery indicator: dr trust electronic kitchen weighing scale comes with low battery indicators that allow the user to replace the battery before it shuts down|Auto off function: auto off function feature turns off the scale automatically when it is left idle for few minutes which helps to prevent the wastage of batteries|Easy to use and store: it is convenient to use and store. it is compact and can be easily placed on the kitchen counter. also it is easy to move from one place to another",1900,Needs_ML_Prediction,Home & Kitchen,Value,Needs_ML_Prediction,,
B07DGD4Z4C,"Butterfly Jet Elite Mixer Grinder, 750W, 4 Jars (Grey)","Wattage: 750 W; Voltage: 220-240V, 50-60Hz ; Revolution: 18500|No of Jars: 4; Jar Size: 0.4,0.75,1 in Ltr; Jar Material: Stainless Steel jars and PC Juicer Jar; Body Material: ABS body; Cord Material: 180 CM; Blade Material: Stainless Steel; Speed Control: 3 Speed motor for faster and efficient grinding.Body: Body made of ABS which is shock free|Do not worry if you experience some burning smell when you run your mixer grinder for the 1st time.This is due to the motor varnish getting heated for the 1st timeThe problem should not recur in subsequent uses. If it does, please contact Brand Service Centre|Read Manual Before Use|Powerful motor, Auto Switch Off: Yes; Aesthetically designed ABS body. Body made of ABS which is shock free|Elegant handle and unbreakable lid; Special ventilator to reduce motor heating. Coupler: Special grade Nylon couplers used for better durability|Includes: Mixer Grinder, Juicer jar, Liquid jar with lid, Dry jar with lid, Chutney jar with Lid, Spatula and User manual with Warranty Card",5795,Needs_ML_Prediction,Needs_ML_Prediction,Mid-Range,Needs_ML_Prediction,,
